O*NET-SOC Code	Example	Commodity Code	Commodity Title
47-2044.00	Polishers	27112702	Power buffers
47-2044.00	Portable mortar mixers	22101902	Plaster or mortar mixers
47-2044.00	Power buffers	27112702	Power buffers
47-2044.00	Power chisels	27112715	Power chippers
47-2044.00	Power drills	27112703	Power drills
47-2044.00	Power routers	27112707	Power routers
47-2044.00	Power scarifiers	22101704	Scarifiers
47-2044.00	Power tile saws	27112709	Power saws
47-2044.00	Power undercut saws	27112709	Power saws
47-2044.00	Pry bars	27112502	Pry bars
47-2044.00	Putty knives	27112601	Putty knives
47-2044.00	Respirators	46182002	Respirators
47-2044.00	Rolling scaffolds	30191502	Scaffolding
47-2044.00	Rubber hammers	27111602	Hammers
47-2044.00	Safety glasses	46181802	Safety glasses
47-2044.00	Safety gloves	46181504	Protective gloves
47-2044.00	Scaffolding	30191502	Scaffolding
47-2044.00	Scissor lifts	24101617	Scissor lift or lift table
47-2044.00	Screeds	22101905	Concrete spreaders
47-2044.00	Screwdrivers	27111701	Screwdrivers
47-2044.00	Serrated spreaders	22101905	Concrete spreaders
47-2044.00	Socket wrench sets	27111703	Socket sets
47-2044.00	Spreader spatulas	27111909	Spatulas
47-2044.00	Squares	27111803	Squares
47-2044.00	Stand-up screw guns	27112710	Power screwguns
47-2044.00	Staple guns	27112401	Staple guns
47-2044.00	Stationary scaffolds	30191502	Scaffolding
47-2044.00	Stone grinders	27112704	Power grinders
47-2044.00	Stone polishers	27112702	Power buffers
47-2044.00	Story pole tape measures	27111801	Tape measures
47-2044.00	Straightedges	27111807	Straight edges
47-2044.00	Suction cups	24101631	Suction cups
47-2044.00	Tape measures	27111801	Tape measures
47-2044.00	Tile cutters	27112217	Tile cutter
47-2044.00	Tile grout cleaning machines	47121605	Floor scrubbers
47-2044.00	Tile nippers	27112217	Tile cutter
47-2044.00	Tin snips	27111519	Tinners snips
47-2044.00	Transit levels	41111938	Level sensors or transmitters
47-2044.00	Utility knives	27111503	Utility knives
47-2044.00	Vertical shaft mixers	22101902	Plaster or mortar mixers
47-2044.00	Water levels	27111802	Levels
47-2044.00	Wet saws	27112709	Power saws
47-2044.00	Wet-dry vacuums	47121604	Wet or dry combination vacuum cleaners
47-2044.00	Wonder bars	27112502	Pry bars
47-2044.00	Wood floats	27112202	Floats
47-2051.00	Abrasive blades	27112802	Saw blades
47-2051.00	Abrasive rubbing stones	31191510	Abrasive stones
47-2051.00	Aluminum floats	27112202	Floats
47-2051.00	Bar benders	23251508	Steel bar bending machine
47-2051.00	Bar cutters	23242101	Bar or rod cutter
47-2051.00	Barrel mounted sprayers	27112903	Hand sprayers
47-2051.00	Bit spades	27112002	Spades
47-2051.00	Braces	31162503	Braces
47-2051.00	Brick hammers	27111611	Stonemason hammer
47-2051.00	Brick jointers	27112201	Trowels
47-2051.00	Brick splitters	27111901	Cold chisels
47-2051.00	Brick tongs	27112104	Tongs
47-2051.00	Brick trowels	27112201	Trowels
47-2051.00	Bump cutters	27112203	Edgers
47-2051.00	Cement trowels	27112201	Trowels
47-2051.00	Center discharge floor hoppers	22101715	Batching plants or feeders
47-2051.00	Chain saws	27112709	Power saws
47-2051.00	Channel floats	27112202	Floats
47-2051.00	Cold chisels	27111901	Cold chisels
47-2051.00	Collection hoppers	22101715	Batching plants or feeders
47-2051.00	Combo buckets	22101715	Batching plants or feeders
47-2051.00	Compression sprayers	27112903	Hand sprayers
47-2051.00	Concrete chutes	20121104	Cement bulk material equipment
47-2051.00	Concrete finishing brushes	47131604	Brooms
47-2051.00	Concrete floats	27112202	Floats
47-2051.00	Concrete mixers	22101901	Concrete mixers or plants
47-2051.00	Concrete pumps	20121109	Cement pumping units
47-2051.00	Concrete routers	27112707	Power routers
47-2051.00	Concrete saws	27112709	Power saws
47-2051.00	Concrete spreaders	27112202	Floats
47-2051.00	Concrete tampers	22101507	Tampers
47-2051.00	Concrete texture rollers	31211906	Paint rollers
47-2051.00	Concrete vibrators	27112205	Concrete vibrators
47-2051.00	Core drills	27112703	Power drills
47-2051.00	Crack saws	27112709	Power saws
47-2051.00	Crowbars	27112502	Pry bars
47-2051.00	Cure sprayers	22101904	Curing machines
47-2051.00	D handle shovels	27112004	Shovels
47-2051.00	Desktop computers	43211507	Desktop computers
47-2051.00	Diamond blades	27112802	Saw blades
47-2051.00	Diesel concrete saws	27112709	Power saws
47-2051.00	Double-beam screeders	22101905	Concrete spreaders
47-2051.00	Drain spades	27112201	Trowels
47-2051.00	Driveway squeegees	47121803	Squeegees or washers
47-2051.00	Dumper riders	24101510	Tilt trucks
47-2051.00	Dust respirators	46182002	Respirators
47-2051.00	Edgers	27112203	Edgers
47-2051.00	Edging trowels	27112203	Edgers
47-2051.00	Electric generators	26111604	Gas generators
47-2051.00	Elephant trunks	20121104	Cement bulk material equipment
47-2051.00	Finishing screeders	22101905	Concrete spreaders
47-2051.00	Form braces	31162503	Braces
47-2051.00	Form liners	20121110	Cement retainers
47-2051.00	Form tubes	20121110	Cement retainers
47-2051.00	Fresno trowels	27112201	Trowels
47-2051.00	Gas concrete saws	27112709	Power saws
47-2051.00	Gas generators	26111604	Gas generators
47-2051.00	General purpose concrete buckets	22101715	Batching plants or feeders
47-2051.00	Glittermaster guns	27112903	Hand sprayers
47-2051.00	Grapevine jointers	27112201	Trowels
47-2051.00	Grinders	27111905	Grinders
47-2051.00	Groovers	27112203	Edgers
47-2051.00	Grout mixers	22101902	Plaster or mortar mixers
47-2051.00	Grout pumps	40151577	Grouting pump
47-2051.00	Gutter forms	20121110	Cement retainers
47-2051.00	Hammers	27111602	Hammers
47-2051.00	Hand clamps	27112103	Hand clamps
47-2051.00	High-speed saws	27112709	Power saws
47-2051.00	Hydraulic concrete breakers	27112705	Demolition hammers
47-2051.00	Hydraulic material spreaders	22101610	Aggregate spreaders
47-2051.00	Internal concrete vibrators	27112205	Concrete vibrators
47-2051.00	Jitterbug tampers	22101507	Tampers
47-2051.00	Ladders	30191501	Ladders
47-2051.00	Lifting systems	24101612	Jacks
47-2051.00	Lightweight laydown buckets	22101715	Batching plants or feeders
47-2051.00	Long handle shovels	27112004	Shovels
47-2051.00	Low rider power trowels	27112201	Trowels
47-2051.00	Magnesium channel bull floats	27112202	Floats
47-2051.00	Masonry saws	27112709	Power saws
47-2051.00	Masons jointers	27112201	Trowels
47-2051.00	Masons levels	27111802	Levels
47-2051.00	Measuring tapes	27111801	Tape measures
47-2051.00	Measuring wheels	41111616	Measuring wheels for distance
47-2051.00	Mortar and plaster mixers	22101902	Plaster or mortar mixers
47-2051.00	Multipurpose saws	27112709	Power saws
47-2051.00	Notched trowels	27112201	Trowels
47-2051.00	Notebook computers	43211503	Notebook computers
47-2051.00	Pavement stripers	31211908	Paint sprayers
47-2051.00	Personal digital assistants PDA	43211504	Personal digital assistant PDAs or organizers
47-2051.00	Pneumatic air nailers	27131506	Pneumatic nail drivers
47-2051.00	Pointing trowels	27112201	Trowels
47-2051.00	Pool trowels	27112201	Trowels
47-2051.00	Portable gas drills	27112703	Power drills
47-2051.00	Post hole diggers	27112013	Post hole digger
47-2051.00	Power floats	27112202	Floats
47-2051.00	Power troweler blades	27112802	Saw blades
47-2051.00	Pry bars	27112502	Pry bars
47-2051.00	Rebar benders	27112506	Hickeys
47-2051.00	Rebar cutters	23242101	Bar or rod cutter
47-2051.00	Ride-on concrete breakers	22101615	Paving breakers
47-2051.00	Ride-on concrete buggies	24101512	Power buggies
47-2051.00	Ride-on saws	27112709	Power saws
47-2051.00	Ride-on trowels	27112201	Trowels
47-2051.00	Right angle grinders	27112704	Power grinders
47-2051.00	Rock hoppers	22101715	Batching plants or feeders
47-2051.00	Roller tube finishers	22101905	Concrete spreaders
47-2051.00	Roofing buckets	22101715	Batching plants or feeders
47-2051.00	Round end trowels	27112201	Trowels
47-2051.00	Round point shovels	27112004	Shovels
47-2051.00	Round-gate concrete buckets	22101715	Batching plants or feeders
47-2051.00	Rubber floats	27112202	Floats
47-2051.00	Scarifiers	22101704	Scarifiers
47-2051.00	Screeds	22101905	Concrete spreaders
47-2051.00	Screwdrivers	27111701	Screwdrivers
47-2051.00	Sidewalk forms	20121110	Cement retainers
47-2051.00	Slipform curbing pavers	22101616	Curbing machines
47-2051.00	Slipforming machines	22101616	Curbing machines
47-2051.00	Slump buckets	22101715	Batching plants or feeders
47-2051.00	Spirit levels	27111802	Levels
47-2051.00	Spreaders	27112202	Floats
47-2051.00	Square point shovels	27112004	Shovels
47-2051.00	Steel forms	20121110	Cement retainers
47-2051.00	Steel trowels	27112201	Trowels
47-2051.00	Stippling brushes	31211904	Paint brushes
47-2051.00	Straightedges	27111807	Straight edges
47-2051.00	Surface concrete vibrators	27112205	Concrete vibrators
47-2051.00	Tile setter trowels	27112201	Trowels
47-2051.00	Torpedo levels	27111802	Levels
47-2051.00	Transit mix deflectors	20121104	Cement bulk material equipment
47-2051.00	Truss screeds	22101905	Concrete spreaders
47-2051.00	Tuck-pointing trowels	27112201	Trowels
47-2051.00	Utility knives	27111503	Utility knives
47-2051.00	Vibrating concrete screeds	22101905	Concrete spreaders
47-2051.00	Vibrating wet screeds	22101905	Concrete spreaders
47-2051.00	Walk-behind concrete breakers	22101615	Paving breakers
47-2051.00	Walk-behind concrete buggies	24101512	Power buggies
47-2051.00	Walk-behind laser screeds	22101905	Concrete spreaders
47-2051.00	Walk-behind power trowels	27112201	Trowels
47-2051.00	Water pumps	40151510	Water pumps
47-2051.00	Wet screeds	22101905	Concrete spreaders
47-2051.00	Wheelbarrows	24101507	Wheelbarrows
47-2051.00	Wood floats	27112202	Floats
47-2051.00	Wooden forms	20121110	Cement retainers
47-2053.00	Buffing machines	27112702	Power buffers
47-2053.00	Claw hammers	27111618	Claw hammer
47-2053.00	Concrete floats	27112202	Floats
47-2053.00	Desktop computers	43211507	Desktop computers
47-2053.00	Dust masks	46182001	Masks or accessories
47-2053.00	Edgers	27112203	Edgers
47-2053.00	Floor sanders	27112708	Power sanders
47-2053.00	Hand chisels	27111915	Stonemason chisel
47-2053.00	Hand screeds	22101905	Concrete spreaders
47-2053.00	Hand trowels	27112201	Trowels
47-2053.00	Handheld sprayers	27112903	Hand sprayers
47-2053.00	Jointers	27112201	Trowels
47-2053.00	Locking C-clamps	27112120	C clamps
47-2053.00	Metal shears	27111506	Shears
47-2053.00	Notebook computers	43211503	Notebook computers
47-2053.00	Pneumatic chisels	27131504	Pneumatic hammer
47-2053.00	Polishing machines	23151604	Grinding or polishing machines
47-2053.00	Portable hand grinders	27112704	Power grinders
47-2053.00	Portable mortar mixers	22101902	Plaster or mortar mixers
47-2053.00	Power drills	27112703	Power drills
47-2053.00	Power grinders	27112704	Power grinders
47-2053.00	Power saws	27112709	Power saws
47-2053.00	Power screeds	22101905	Concrete spreaders
47-2053.00	Power trowels	27112201	Trowels
47-2053.00	Power washers	47121805	Pressure or steam cleaners
47-2053.00	Putty knives	27112601	Putty knives
47-2053.00	Rake jointers	27112201	Trowels
47-2053.00	Safety goggles	46181804	Goggles
47-2053.00	Shovels	27112004	Shovels
47-2053.00	Straightedges	27111807	Straight edges
47-2053.00	Surfacing machines	27112704	Power grinders
47-2053.00	Wire brushes	27111907	Wire brushes
47-2061.00	Adjustable widemouth pliers	27112107	Adjustable widemouth pliers
47-2061.00	Adjustable wrenches	27111707	Adjustable wrenches
47-2061.00	Air compressors	40151601	Air compressors
47-2061.00	Air drills	27131505	Pneumatic drill
47-2061.00	Air monitoring equipment	41104008	Air samplers or collectors
47-2061.00	Asphalt kettles	40101816	Kettle exchangers
47-2061.00	Asphalt mops	22101605	Asphalt finishers
47-2061.00	Asphalt saws	27112709	Power saws
47-2061.00	Axes	27112005	Axes
47-2061.00	Bale hooks	31162605	Lifting hooks
47-2061.00	Bandsaws	23231101	Bandsaw wheel
47-2061.00	Belt conveyors	24101712	Belt conveyors
47-2061.00	Bench grinders	27112704	Power grinders
47-2061.00	Bosun chairs	22101801	Manlift or personnel lift
47-2061.00	Brick carrier forks	24101628	Adjustable forks
47-2061.00	Brick hammers	27111611	Stonemason hammer
47-2061.00	Brick tongs	27112104	Tongs
47-2061.00	Cable pullers	39121722	Wire and cable pulling device
47-2061.00	Calipers	41111621	Calipers
47-2061.00	Carpenters' levels	27111802	Levels
47-2061.00	Carpenters' squares	27111803	Squares
47-2061.00	Caulking guns	27112906	Caulking guns
47-2061.00	Chain saws	27112709	Power saws
47-2061.00	Chip spreaders	22101606	Chip Spreaders
47-2061.00	Chipping guns	27112715	Power chippers
47-2061.00	Circular saws	27112709	Power saws
47-2061.00	Cold chisels	27111901	Cold chisels
47-2061.00	Concrete mixers	22101901	Concrete mixers or plants
47-2061.00	Concrete pumpers	20121109	Cement pumping units
47-2061.00	Concrete saws	27112709	Power saws
47-2061.00	Coring machines	20121505	Coring equipment
47-2061.00	Crawler shovels	22101532	Track loaders
47-2061.00	Crowbars	27112502	Pry bars
47-2061.00	Cutoff saws	27112709	Power saws
47-2061.00	Cutout saws	27112709	Power saws
47-2061.00	Demolition saws	22102001	Demolition equipment kits
47-2061.00	Disc grinders	27112704	Power grinders
47-2061.00	Drill presses	23101502	Drilling machines
47-2061.00	Dump trucks	25101601	Dump trucks
47-2061.00	Dynamite blasters	12131704	Explosive initiators
47-2061.00	Earth tampers	22101507	Tampers
47-2061.00	Electric boring machines	20111601	Boring or sinking machinery
47-2061.00	Electric drills	27112703	Power drills
47-2061.00	Fall arrest systems	46182306	Safety harnesses or belts
47-2061.00	Fencing pliers	27112139	Combination pliers
47-2061.00	Floats	27112202	Floats
47-2061.00	Floor sanders	27112708	Power sanders
47-2061.00	Floor saws	27112709	Power saws
47-2061.00	Forklifts	24101603	Forklifts
47-2061.00	Forks	24101628	Adjustable forks
47-2061.00	Gas leak detection devices	46171613	Gas detectors
47-2061.00	Generators	26111604	Gas generators
47-2061.00	Gin poles	30241508	Gin pole and accessories
47-2061.00	Guniting machines	20101804	Shotcrete spraying equipment
47-2061.00	Hammer drills	27112703	Power drills
47-2061.00	Hammers	27111602	Hammers
47-2061.00	Hand grinders	27111905	Grinders
47-2061.00	Hand trucks	24101504	Hand trucks or accessories
47-2061.00	Hoists	24101602	Hoists
47-2061.00	Hole cutters	27112826	Hole saws
47-2061.00	Hydraulic booms	24101624	Hydraulic truck cranes
47-2061.00	Hydraulic boring machines	20111601	Boring or sinking machinery
47-2061.00	Hydraulic chainsaws	27112709	Power saws
47-2061.00	Hydraulic rock drills	20102102	Hydraulic rock drills
47-2061.00	Hydraulic speed shoring equipment	22101906	Shoring equipment
47-2061.00	Hydraulic track-guided wall saws	27112709	Power saws
47-2061.00	Impact hammers	41116401	Impact hammers
47-2061.00	Impact wrenches	27112713	Impact wrenches
47-2061.00	Jackhammers	27131504	Pneumatic hammer
47-2061.00	Jet trucks for cleaning sewer lines	25101610	Water trucks
47-2061.00	Jig saws	27112709	Power saws
47-2061.00	Kerosene burners	40101834	Burners
47-2061.00	Ladders	30191501	Ladders
47-2061.00	Laser guidance equipment for pipe placement	41111615	Laser measuring systems
47-2061.00	Laser levels	27111802	Levels
47-2061.00	Laser measuring devices	41111615	Laser measuring systems
47-2061.00	Laser screeds	22101905	Concrete spreaders
47-2061.00	Levels	27111802	Levels
47-2061.00	Liquid propane torches	23271702	Blow torch
47-2061.00	Loaders	22101528	Wheel loaders
47-2061.00	Manlifts	22101801	Manlift or personnel lift
47-2061.00	Masonry forklifts	24101603	Forklifts
47-2061.00	Mattocks	27111605	Picks
47-2061.00	Measuring wheels	41111616	Measuring wheels for distance
47-2061.00	Micrometers	41111601	Micrometers
47-2061.00	Mortar hoes	27112008	Hoes
47-2061.00	Mortar mixers	22101902	Plaster or mortar mixers
47-2061.00	Motor graders	22101502	Graders
47-2061.00	Mowing equipment	21101701	Mowers
47-2061.00	Mud jacks	40151508	Mud pumps
47-2061.00	Nail guns	27112716	Power nail guns
47-2061.00	Oil distributors	22101611	Bituminous material distributors
47-2061.00	Oxygen/acetylene torches	23271702	Blow torch
47-2061.00	Paddle mixers	22101903	Rotary tiller mixers
47-2061.00	Paint sprayers	31211908	Paint sprayers
47-2061.00	Pavement breakers	22101615	Paving breakers
47-2061.00	Pedestal grinders	27112704	Power grinders
47-2061.00	Picks	27111605	Picks
47-2061.00	Pickup trucks	25101507	Light trucks or sport utility vehicles
47-2061.00	Plasma cutters	23271404	Plasma arc welding machine
47-2061.00	Plaster mixers	22101902	Plaster or mortar mixers
47-2061.00	Plumb bobs	27111804	Plumb bobs
47-2061.00	Pneumatic drills	27131505	Pneumatic drill
47-2061.00	Pneumatic staplers	27112401	Staple guns
47-2061.00	Post hole augers	27112013	Post hole digger
47-2061.00	Power buggies	24101512	Power buggies
47-2061.00	Power drills	27112703	Power drills
47-2061.00	Power sanders	27112708	Power sanders
47-2061.00	Power screwdrivers	27112710	Power screwguns
